PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
150051,36,Male,Europe,Sports,4.85,0,Medium,4,72.75,9,5,Medium
150052,45,Male,Asia,Action,50.17,1,Easy,17,177.07,92,46,High
150053,42,Female,USA,RPG,57.13,1,Medium,20,171.39,93,50,High
150054,30,Male,Other,Action,7.1,0,Hard,6,71.00,10,5,Medium
150055,44,Female,USA,Strategy,5.97,1,Hard,4,89.55,11,4,Medium
150056,19,Male,Other,RPG,30.39,0,Hard,14,130.24,53,22,High
150057,22,Male,Asia,Sports,43.35,1,Medium,16,162.56,59,34,High
150058,18,Male,Asia,Action,28.1,0,Easy,17,99.18,48,36,High
150059,25,Male,Asia,RPG,22.29,0,Hard,11,121.58,39,30,High
150060,26,Male,Europe,Action,12.1,0,Hard,9,80.67,14,6,Medium
150061,24,Male,USA,Strategy,30.97,1,Easy,14,132.73,62,47,High
150062,38,Female,USA,Action,49.28,1,Medium,17,173.93,89,37,High
150063,25,Male,USA,Strategy,41.01,1,Easy,20,123.03,57,41,High
150064,24,Female,Other,RPG,22.7,0,Easy,10,136.20,38,23,High
150065,29,Male,Europe,Strategy,18.19,0,Easy,12,90.95,31,13,High
150066,20,Female,Europe,Strategy,42.18,0,Easy,14,180.77,87,37,High
150067,37,Female,Europe,Simulation,28.31,0,Hard,16,106.16,57,26,High
150068,18,Male,Europe,RPG,31.09,0,Easy,16,116.59,65,27,High
150069,51,Female,Europe,Sports,1.13,0,Hard,1,67.80,1,0,Low
150070,36,Female,Other,Strategy,41.1,1,Hard,19,129.79,66,42,High
150071,22,Male,USA,RPG,30.43,0,Hard,12,152.15,46,33,High
150072,13,Female,Europe,Strategy,37.91,1,Easy,16,142.16,59,35,High
150073,37,Male,Asia,Simulation,24.46,0,Easy,13,112.89,43,27,High
150074,33,Male,Asia,Sports,27.57,0,Easy,16,103.39,49,22,High
150075,34,Male,Asia,Sports,39.3,1,Easy,20,117.90,82,49,High
150076,36,Male,USA,Strategy,22.33,0,Medium,13,103.06,38,18,High
150077,18,Male,Asia,RPG,39.1,1,Easy,16,146.63,47,27,High
150078,25,Female,Other,Action,35.37,1,Easy,12,176.85,49,37,High
150079,20,Female,Other,Action,23.98,0,Hard,11,130.80,37,23,High
150080,40,Female,USA,RPG,12.02,0,Easy,8,90.15,17,7,Medium
150081,31,Male,Other,RPG,28.65,1,Easy,18,95.50,27,21,High
150082,25,Female,Other,RPG,25.95,1,Medium,13,119.77,58,29,High
150083,18,Male,Other,Strategy,59.25,1,Easy,20,177.75,67,39,High
150084,24,Female,Asia,RPG,40.61,1,Hard,16,152.29,65,38,High
150085,25,Male,Europe,Action,15.1,0,Medium,10,90.60,30,19,High
150086,34,Female,Asia,Sports,35.09,1,Easy,18,116.97,68,50,High
150087,31,Male,Asia,Sports,12.25,0,Hard,9,81.67,18,8,Medium
150088,41,Female,Other,RPG,35.96,1,Easy,13,165.97,77,39,High
150089,27,Female,Other,Action,27.85,1,Medium,18,92.83,58,28,High
150090,20,Female,Other,RPG,42.78,1,Easy,16,160.43,74,52,High
150091,33,Male,USA,RPG,33.03,1,Easy,17,116.58,59,38,High
150092,35,Female,USA,RPG,5.24,0,Medium,4,78.60,9,4,Medium
150093,30,Female,Europe,RPG,32.61,0,Medium,14,139.76,61,35,High
150094,36,Male,Asia,Simulation,42.15,1,Medium,19,133.11,78,43,High
150095,28,Male,Asia,Strategy,47.3,1,Easy,17,166.94,79,47,High
150096,29,Male,Other,Action,40.39,1,Medium,20,121.17,80,58,High
150097,27,Female,Other,RPG,40.49,1,Easy,17,142.91,75,56,High
150098,15,Male,Asia,Strategy,25.46,0,Medium,10,152.76,69,33,High
150099,19,Female,Europe,Simulation,24.43,1,Medium,10,146.58,37,23,High
150100,16,Male,Europe,Strategy,22.16,1,Medium,13,102.28,48,34,High
150101,31,Male,Europe,Simulation,24.33,0,Hard,16,91.24,36,16,High
150102,24,Female,USA,RPG,28.58,1,Hard,12,142.90,56,30,High
150103,28,Male,USA,Simulation,24.85,1,Easy,10,149.10,24,11,High
150104,43,Male,Other,Sports,15.01,1,Hard,10,90.06,25,13,High
150105,23,Female,Europe,RPG,26.13,0,Medium,11,142.53,50,20,High
150106,26,Male,USA,Simulation,23.58,1,Hard,16,88.43,44,26,High
150107,35,Male,USA,RPG,18.34,0,Easy,12,91.70,21,16,High
150108,23,Female,Other,Simulation,30.98,0,Hard,14,132.77,51,38,High
150109,18,Female,Europe,Strategy,38.53,1,Hard,19,121.67,85,51,High
150110,24,Male,USA,Action,30.42,1,Easy,15,121.68,63,39,High
150111,21,Male,Other,Sports,41.84,0,Medium,16,156.90,87,61,High
150112,44,Male,USA,RPG,43.84,1,Hard,16,164.40,100,49,High
150113,37,Male,Europe,Strategy,30.21,1,Medium,17,106.62,38,23,High
150114,31,Male,Europe,Simulation,27.62,1,Hard,15,110.48,47,27,High
150115,41,Male,Europe,Sports,10.81,1,Hard,8,81.08,18,9,Medium
150116,37,Male,Asia,Action,29.52,1,Easy,11,161.02,45,26,High
150117,22,Female,Europe,RPG,25.18,1,Hard,15,100.72,44,31,High
150118,42,Male,Asia,Simulation,4.33,0,Easy,4,64.95,9,4,Medium
150119,29,Male,Other,Sports,52.82,1,Medium,20,158.46,97,74,High
150120,37,Male,Other,Sports,22.02,0,Easy,12,110.10,24,18,High
150121,42,Male,USA,Action,41.97,1,Hard,20,125.91,83,65,High
150122,24,Male,Other,Simulation,36.44,0,Hard,12,182.20,64,27,High
150123,19,Male,Asia,Simulation,21.89,0,Medium,12,109.45,24,14,High
150124,23,Male,Europe,Strategy,35.22,0,Easy,13,162.55,56,27,High
150125,27,Male,Other,Simulation,8.07,0,Medium,7,69.17,10,4,Medium
150126,37,Male,USA,Action,21.15,1,Easy,10,126.90,36,21,High
150127,40,Female,Other,Strategy,5.03,0,Medium,5,60.36,9,6,Medium
150128,13,Female,Europe,Simulation,16.79,0,Hard,10,100.74,22,11,High
150129,28,Male,USA,Sports,53.51,1,Easy,18,178.37,100,55,High
150130,26,Male,USA,Action,20.57,1,Hard,11,112.20,30,20,High
150131,23,Male,Other,RPG,30.48,0,Hard,19,96.25,65,49,High
150132,20,Female,USA,RPG,47.12,1,Easy,19,148.80,87,38,High
150133,25,Male,Asia,Action,14.96,0,Medium,10,89.76,26,16,High
150134,45,Male,Europe,Action,5.01,0,Hard,4,75.15,9,4,Medium
150135,25,Male,Asia,RPG,29.56,1,Medium,14,126.69,55,39,High
150136,29,Male,Europe,RPG,33.07,1,Hard,20,99.21,62,31,High
150137,33,Male,USA,RPG,32.59,1,Easy,18,108.63,58,39,High
150138,25,Male,Other,Strategy,22.06,0,Medium,12,110.30,38,25,High
150139,48,Female,Asia,Action,2.2,0,Medium,2,66.00,3,2,Low
150140,47,Female,Asia,Strategy,5.48,0,Hard,4,82.20,12,7,Medium
150141,23,Male,Asia,Simulation,35.69,1,Medium,13,164.72,27,12,High
150142,28,Male,USA,Strategy,26.81,1,Hard,10,160.86,63,45,High
150143,24,Male,Other,Sports,28.26,1,Medium,13,130.43,41,28,High
150144,24,Male,USA,Action,48.88,1,Medium,17,172.52,90,67,High
150145,17,Male,Europe,Simulation,35.61,1,Medium,12,178.05,44,28,High
150146,31,Male,Europe,RPG,22.71,0,Easy,12,113.55,51,33,High
150147,28,Male,Other,Sports,31.58,0,Easy,11,172.25,43,33,High
150148,18,Male,Europe,Simulation,26.19,0,Easy,11,142.85,55,22,High
150149,24,Male,USA,Simulation,34.09,1,Medium,12,170.45,58,38,High
150150,43,Male,USA,Sports,9.16,0,Hard,8,68.70,15,8,Medium
150151,23,Male,Asia,Action,26.06,0,Hard,13,120.28,36,20,High
150152,20,Male,Other,Simulation,26.58,1,Hard,13,122.68,57,29,High
150153,28,Male,USA,Strategy,32.07,0,Easy,14,137.44,56,38,High
150154,51,Male,Asia,Strategy,1.79,0,Medium,3,35.80,3,1,Low
150155,23,Male,Asia,Strategy,20.29,0,Medium,10,121.74,23,11,High
150156,32,Male,Asia,Action,58.29,1,Hard,20,174.87,88,47,High
150157,35,Female,USA,RPG,29.74,1,Hard,16,111.53,55,26,High
150158,23,Male,Europe,Simulation,34.69,0,Hard,15,138.76,46,21,High
150159,34,Male,Other,Strategy,24.16,0,Medium,15,96.64,46,27,High
150160,25,Male,Other,Action,39.02,1,Hard,20,117.06,61,27,High
150161,31,Male,Other,RPG,20.27,1,Easy,11,110.56,31,16,High
150162,31,Male,Asia,Simulation,19.93,1,Medium,10,119.58,38,28,High
150163,29,Male,USA,RPG,26.3,0,Medium,10,157.80,48,28,High
150164,19,Female,Europe,Strategy,18.97,0,Hard,12,94.85,28,16,High
150165,38,Female,USA,RPG,7.68,0,Medium,6,76.80,16,11,Medium
150166,25,Male,Other,Action,22.55,0,Hard,10,135.30,43,29,High
150167,22,Female,USA,Strategy,22.12,0,Easy,14,94.80,26,14,High
150168,17,Male,Europe,Simulation,25.09,1,Hard,12,125.45,43,19,High
150169,30,Female,Other,Sports,9.69,0,Medium,8,72.68,19,13,Medium
150170,32,Male,Asia,Simulation,34.59,1,Easy,14,148.24,61,27,High
150171,14,Male,Other,Simulation,24.84,0,Hard,10,149.04,20,11,High
150172,28,Male,Asia,Simulation,27.78,1,Easy,14,119.06,51,36,High
150173,23,Male,Asia,Action,3.94,0,Medium,4,59.10,8,5,Medium
150174,31,Male,Europe,Strategy,21.2,0,Easy,11,115.64,37,27,High
150175,21,Male,Other,Simulation,44.98,1,Medium,19,142.04,82,52,High
150176,33,Male,Europe,Action,49.72,1,Hard,19,157.01,100,65,High
150177,26,Male,USA,Action,37.83,0,Easy,17,133.52,50,29,High
150178,45,Female,Europe,Strategy,34.04,0,Hard,17,120.14,69,36,High
150179,20,Male,Other,Action,27.92,1,Easy,15,111.68,53,31,High
150180,25,Male,Europe,Strategy,21.86,0,Easy,11,119.24,27,12,High
150181,20,Male,Other,Action,28.93,0,Medium,19,91.36,57,45,High
150182,44,Female,Europe,Strategy,34.34,1,Hard,19,108.44,78,41,High
150183,41,Male,Asia,RPG,4.67,0,Easy,4,70.05,8,5,Medium
150184,23,Male,USA,Simulation,45.74,1,Easy,20,137.22,89,68,High
150185,32,Female,USA,Strategy,35.61,1,Hard,16,133.54,51,20,High
150186,37,Female,Other,Strategy,5.27,0,Easy,5,63.24,8,5,Medium
150187,29,Male,Other,RPG,21.02,0,Hard,11,114.65,31,22,High
150188,29,Male,Other,Simulation,28.78,0,Easy,17,101.58,55,31,High
150189,23,Male,Europe,Sports,30.8,1,Medium,19,97.26,49,20,High
150190,19,Male,USA,Strategy,38.14,1,Medium,18,127.13,60,33,High
150191,42,Female,USA,Simulation,10.65,0,Medium,8,79.88,21,9,Medium
150192,42,Male,USA,Action,0.7,0,Easy,1,42.00,1,0,Low
150193,31,Male,USA,Simulation,34.94,1,Easy,12,174.70,62,41,High
150194,25,Female,USA,Strategy,28.77,1,Hard,11,156.93,37,19,High
150195,25,Male,Other,RPG,40.64,0,Hard,16,152.40,73,52,High
150196,34,Male,Asia,Sports,34.68,1,Easy,15,138.72,65,39,High
150197,42,Male,Other,Action,43.73,1,Easy,18,145.77,90,67,High
150198,41,Male,USA,RPG,36.9,0,Hard,15,147.60,62,44,High
150199,36,Male,Europe,Strategy,56.03,1,Hard,19,176.94,100,67,High
150200,31,Male,Other,RPG,23.83,1,Hard,10,142.98,47,20,High
150201,19,Male,Asia,Action,50.42,1,Hard,19,159.22,85,55,High
150202,21,Male,USA,Simulation,38.13,1,Hard,15,152.52,76,49,High
150203,42,Male,Europe,RPG,7.98,1,Easy,8,59.85,17,11,Medium
150204,31,Male,Asia,Action,39.91,1,Easy,17,140.86,59,27,High
150205,14,Male,Asia,RPG,36.21,1,Easy,14,155.19,76,49,High
150206,19,Female,Asia,Strategy,34.52,0,Medium,15,138.08,59,43,High
150207,32,Male,USA,Sports,29.18,1,Medium,12,145.90,49,19,High
150208,13,Male,Europe,Sports,40.17,0,Medium,17,141.78,70,45,High
150209,21,Male,Other,Sports,21.16,0,Medium,11,115.42,47,34,High
150210,29,Female,USA,Action,20.65,0,Hard,12,103.25,46,26,High
150211,33,Male,USA,Sports,43.29,1,Hard,17,152.79,83,39,High
150212,32,Male,Europe,Action,29.38,1,Easy,12,146.90,55,39,High
150213,23,Female,USA,Strategy,47.84,1,Hard,16,179.40,84,36,High
150214,33,Female,Other,Action,41.55,1,Hard,14,178.07,100,61,High
150215,23,Male,Other,Sports,35.31,0,Medium,14,151.33,56,22,High
150216,25,Male,Other,Sports,25.89,1,Medium,16,97.09,42,25,High
150217,35,Female,Other,Sports,20.93,0,Easy,14,89.70,39,29,High
150218,32,Male,Other,RPG,28.84,1,Medium,19,91.07,43,33,High
150219,39,Female,USA,Sports,7.2,0,Medium,5,86.40,15,6,Medium
150220,32,Female,Europe,Sports,34.33,1,Easy,15,137.32,46,29,High
150221,30,Male,Asia,Action,4.76,0,Hard,4,71.40,7,2,Medium
150222,19,Female,Other,Simulation,21.02,1,Hard,14,90.09,35,23,High
150223,25,Male,Asia,RPG,40.48,1,Medium,16,151.80,62,43,High
150224,23,Female,Other,Simulation,25.47,1,Hard,14,109.16,54,31,High
150225,23,Male,Other,Action,41.93,1,Easy,16,157.24,58,33,High
150226,48,Male,Other,Sports,1.39,0,Hard,2,41.70,3,1,Low
150227,26,Female,Asia,Sports,34.94,0,Medium,12,174.70,55,28,High
150228,42,Male,USA,Simulation,5.79,0,Easy,4,86.85,12,7,Medium
150229,31,Female,USA,Sports,32.09,0,Medium,14,137.53,70,51,High
150230,37,Male,Other,Sports,24.97,0,Easy,10,149.82,49,21,High
150231,28,Male,Other,RPG,33.95,1,Hard,13,156.69,47,29,High
150232,30,Male,Other,Sports,56.86,1,Hard,19,179.56,91,47,High
150233,28,Female,Europe,Sports,30.12,1,Medium,14,129.09,67,48,High
150234,22,Male,USA,Simulation,26.49,0,Hard,13,122.26,47,25,High
150235,34,Female,Other,Action,26.05,0,Easy,14,111.64,35,25,High
150236,24,Male,Other,Sports,31.55,1,Hard,19,99.63,77,43,High
150237,15,Male,Other,RPG,39.77,0,Medium,15,159.08,64,41,High
150238,31,Female,Europe,Action,26.32,1,Easy,13,121.48,47,31,High
150239,21,Male,Other,RPG,21.47,0,Easy,13,99.09,34,17,High
150240,45,Male,Asia,Simulation,6.29,0,Medium,5,75.48,9,5,Medium
150241,46,Female,Europe,Action,5.21,0,Hard,5,62.52,10,7,Medium
150242,43,Male,Asia,Strategy,44.63,1,Medium,17,157.52,83,47,High
150243,25,Female,Asia,RPG,22.53,0,Easy,13,103.98,43,25,High
150244,14,Female,USA,Strategy,48,0,Easy,17,169.41,67,43,High
150245,44,Male,USA,RPG,6.34,0,Easy,5,76.08,10,7,Medium
150246,27,Female,Other,Action,57.06,1,Medium,20,171.18,93,39,High
150247,47,Male,Asia,RPG,9.61,1,Medium,7,82.37,13,8,Medium
150248,47,Male,Asia,Simulation,8.21,0,Medium,6,82.10,16,11,Medium
150249,39,Male,Other,RPG,4.14,0,Medium,4,62.10,6,3,Medium
150250,24,Female,Other,Sports,25.84,0,Hard,12,129.20,53,35,High
150251,26,Female,Europe,RPG,23.83,1,Hard,14,102.13,46,23,High
150252,39,Male,Other,Action,30.64,0,Easy,12,153.20,50,22,High
150253,24,Male,Other,Action,4.16,0,Easy,4,62.40,7,3,Medium
150254,21,Male,Europe,Simulation,41.82,1,Hard,19,132.06,68,47,High
150255,29,Male,USA,Simulation,22.68,0,Medium,11,123.71,35,22,High
150256,45,Female,Asia,Sports,2.53,0,Easy,3,50.60,3,1,Low
150257,33,Male,USA,Sports,5.78,0,Hard,5,69.36,10,4,Medium
150258,30,Female,Europe,Sports,51.43,1,Easy,19,162.41,80,59,High
150259,19,Male,USA,Action,38.77,1,Hard,19,122.43,86,58,High
150260,31,Male,Asia,RPG,19.43,0,Medium,12,97.15,43,24,High
150261,52,Male,Asia,Strategy,1.15,0,Medium,2,34.50,3,1,Low
150262,20,Male,Asia,Sports,30.43,0,Hard,11,165.98,55,44,High
150263,29,Male,Other,Simulation,35.53,1,Medium,17,125.40,64,34,High
150264,41,Female,Asia,Simulation,5.19,0,Easy,4,77.85,13,10,Medium
150265,34,Male,Other,Sports,37.19,0,Easy,18,123.97,89,43,High
150266,33,Male,Other,Action,51.42,1,Hard,19,162.38,89,67,High
150267,33,Male,Other,Simulation,43.08,1,Hard,17,152.05,75,46,High
150268,25,Female,Asia,Strategy,27.97,0,Easy,12,139.85,52,40,High
150269,24,Female,Europe,RPG,25.14,0,Hard,12,125.70,36,16,High
150270,37,Male,USA,Simulation,20.52,1,Hard,11,111.93,26,19,High
150271,37,Female,Other,Strategy,9.62,0,Hard,9,64.13,13,6,Medium
150272,40,Male,USA,RPG,23.4,1,Hard,10,140.40,41,18,High
150273,43,Male,Other,Action,10.93,0,Medium,8,81.98,16,9,Medium
150274,28,Female,USA,Strategy,35.7,1,Hard,18,119.00,79,53,High
150275,28,Male,Other,Sports,25.46,0,Easy,10,152.76,34,18,High
150276,37,Female,Other,RPG,38.28,1,Medium,13,176.68,54,36,High
150277,32,Female,Other,Action,25.05,0,Easy,15,100.20,31,24,High
150278,33,Male,Other,Simulation,7.46,0,Medium,6,74.60,12,8,Medium
150279,37,Male,Europe,Action,4.34,0,Medium,4,65.10,7,6,Medium
150280,42,Male,Other,Strategy,32.02,0,Hard,18,106.73,57,43,High
150281,25,Male,Europe,Sports,48.17,1,Medium,18,160.57,85,44,High
150282,26,Female,Other,Sports,37.49,1,Easy,13,173.03,60,40,High
150283,19,Female,Other,Simulation,33.37,1,Medium,19,105.38,49,34,High
150284,30,Male,USA,Strategy,36.63,1,Hard,14,156.99,71,31,High
150285,17,Female,USA,RPG,20.16,0,Medium,12,100.80,30,17,High
150286,27,Male,Europe,Strategy,42.47,1,Hard,18,141.57,85,57,High
150287,29,Male,Other,Simulation,57.59,0,Hard,20,172.77,78,40,High
150288,24,Male,Other,Simulation,31.11,1,Medium,13,143.58,48,31,High
150289,30,Male,USA,Sports,28.02,1,Medium,16,105.08,67,28,High
150290,16,Female,Other,RPG,38.45,1,Hard,18,128.17,94,59,High
150291,17,Female,USA,Strategy,30.76,1,Medium,14,131.83,42,17,High
150292,38,Female,Other,Action,39.93,1,Easy,19,126.09,87,58,High
150293,25,Male,Asia,Sports,29.94,0,Hard,19,94.55,68,45,High
150294,20,Female,Europe,Action,35.27,1,Medium,12,176.35,74,48,High
150295,29,Male,Other,Action,54.92,1,Medium,20,164.76,97,48,High
150296,36,Male,USA,Action,29.56,0,Hard,11,161.24,36,25,High
150297,23,Female,Europe,Strategy,48.93,1,Hard,18,163.10,89,50,High
150298,31,Male,USA,Action,34.21,1,Medium,19,108.03,64,39,High
150299,19,Male,USA,Action,23.77,1,Medium,15,95.08,44,29,High
150300,18,Male,Asia,Action,36.86,1,Easy,17,130.09,72,39,High
150301,29,Female,Europe,Simulation,41.59,1,Medium,18,138.63,64,51,High
150302,29,Male,Other,Action,51.79,1,Medium,20,155.37,85,36,High
150303,31,Male,Asia,Sports,27.6,1,Easy,14,118.29,29,20,High
150304,34,Male,Other,Action,29.73,1,Hard,14,127.41,61,30,High
150305,49,Male,Asia,RPG,2.05,0,Easy,3,41.00,2,1,Low
150306,28,Male,Other,Strategy,29.84,1,Hard,10,179.04,50,30,High
150307,25,Female,USA,Action,22.99,0,Easy,13,106.11,43,31,High
150308,37,Male,Europe,Simulation,47.45,1,Medium,16,177.94,77,37,High
150309,24,Female,USA,Sports,26.9,1,Easy,13,124.15,40,30,High
150310,27,Male,Europe,Sports,29.79,0,Hard,15,119.16,56,44,High
150311,19,Male,Other,Simulation,30.21,1,Hard,12,151.05,37,22,High
150312,15,Female,Asia,Simulation,32.26,0,Hard,15,129.04,64,47,High
150313,47,Male,Asia,Action,6.75,0,Easy,6,67.50,13,8,Medium
150314,38,Male,Europe,Strategy,34.38,0,Easy,19,108.57,56,27,High
150315,33,Female,Europe,Action,41.43,1,Medium,16,155.36,68,52,High
150316,26,Male,USA,Simulation,26.78,1,Medium,11,146.07,40,28,High
150317,21,Male,Asia,Strategy,35.22,1,Hard,13,162.55,58,43,High
150318,21,Male,Asia,Action,38.14,0,Medium,18,127.13,66,35,High
150319,23,Male,Europe,Sports,15.37,1,Hard,10,92.22,26,15,High
150320,29,Male,Europe,RPG,46.05,1,Easy,18,153.50,99,51,High
150321,33,Female,Asia,Sports,18.9,0,Easy,10,113.40,24,12,High
150322,32,Male,USA,RPG,34.79,0,Medium,17,122.79,52,26,High
150323,24,Male,USA,Sports,23.96,0,Medium,15,95.84,48,33,High
150324,46,Female,USA,Sports,5.56,0,Hard,5,66.72,14,7,Medium
150325,34,Male,Europe,Simulation,40.01,1,Easy,14,171.47,61,41,High
150326,29,Male,Europe,Simulation,43.72,0,Easy,15,174.88,91,60,High
150327,31,Male,Asia,Simulation,8.86,0,Easy,6,88.60,12,7,Medium
150328,26,Male,Asia,RPG,29.19,1,Hard,14,125.10,49,32,High
150329,23,Male,Europe,Strategy,21.96,1,Easy,12,109.80,38,23,High
150330,25,Male,USA,Strategy,31.42,0,Hard,13,145.02,50,34,High
150331,35,Female,Asia,Simulation,6.73,0,Hard,5,80.76,10,5,Medium
150332,14,Male,Other,Action,41.77,1,Medium,18,139.23,57,40,High
150333,20,Female,Europe,RPG,24.3,0,Medium,10,145.80,48,24,High
150334,18,Male,Other,RPG,22.72,1,Hard,15,90.88,35,27,High
150335,17,Male,Other,Simulation,39,1,Hard,16,146.25,62,34,High
150336,40,Male,USA,Simulation,34.06,0,Medium,20,102.18,52,21,High
150337,33,Male,Europe,Simulation,33.39,1,Medium,19,105.44,52,30,High
150338,28,Male,Europe,Sports,46.95,1,Hard,17,165.71,86,68,High
150339,19,Female,Other,RPG,33.42,1,Easy,17,117.95,60,39,High
150340,28,Female,USA,Simulation,22.87,1,Easy,14,98.01,57,25,High
150341,27,Male,Asia,Sports,39.92,1,Medium,19,126.06,68,30,High
150342,21,Male,Other,Action,30.72,1,Medium,19,97.01,54,31,High
150343,27,Male,USA,Simulation,47.28,1,Medium,19,149.31,100,49,High
150344,26,Female,Other,RPG,21.3,1,Medium,11,116.18,39,25,High
150345,31,Male,Europe,RPG,29.95,1,Easy,14,128.36,53,41,High
150346,31,Male,USA,Action,32.92,1,Easy,13,151.94,58,45,High
150347,18,Male,USA,Simulation,50.65,1,Medium,20,151.95,94,72,High
150348,26,Male,Europe,RPG,27.36,0,Easy,10,164.16,55,29,High
150349,31,Male,Asia,Strategy,28.68,1,Hard,10,172.08,63,49,High
150350,28,Female,Europe,RPG,18.9,0,Medium,12,94.50,40,20,High
150351,40,Male,Europe,Sports,28.69,0,Medium,11,156.49,56,36,High
150352,32,Male,Other,Strategy,46.26,1,Hard,18,154.20,86,65,High
150353,21,Female,USA,Strategy,45.24,1,Hard,19,142.86,100,66,High
150354,18,Male,Europe,Action,16.58,0,Hard,11,90.44,28,21,High
150355,31,Female,USA,Action,31.99,1,Hard,16,119.96,65,35,High
150356,16,Male,Other,Strategy,38.22,1,Medium,15,152.88,82,36,High
150357,30,Male,USA,Sports,6.3,1,Hard,5,75.60,13,7,Medium
150358,45,Male,Europe,Simulation,16.46,0,Hard,10,98.76,26,12,High
150359,30,Male,Other,Strategy,26.88,1,Hard,14,115.20,70,53,High
150360,26,Male,Other,Action,52.59,1,Medium,18,175.30,100,58,High
150361,31,Male,Other,Simulation,38.14,1,Medium,20,114.42,81,49,High
150362,27,Male,Asia,Strategy,28.02,0,Easy,10,168.12,41,19,High
